web_scraper_order,web_scraper_start_url,pagination,kode,barang,harga_beli,data,sub_kategori,kategori,satuan,barang2
"1788654371-1801","https://kil.gserp.id/goods-manage","","BJD00853","DEAL FACE Toner","0.00","1801","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1802","https://kil.gserp.id/goods-manage","","BJD00854","WHITENING NIGHT CREAM","0.00","1802","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1803","https://kil.gserp.id/goods-manage","","BJD00855","Deal Parfum odate","0.00","1803","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1804","https://kil.gserp.id/goods-manage","","BJD00856","DEAL PARFUM ANJO","0.00","1804","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1805","https://kil.gserp.id/goods-manage","","BJD00857","DEAL PARFUM OKINAWA","0.00","1805","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1806","https://kil.gserp.id/goods-manage","","BJD00858","DEAL PARFUM KYOTO","0.00","1806","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1807","https://kil.gserp.id/goods-manage","","BJD00859","Body Serum Aha","0.00","1807","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1808","https://kil.gserp.id/goods-manage","","BJD00860","FACE WASH","0.00","1808","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1809","https://kil.gserp.id/goods-manage","","BJD00861","FACE TONER","0.00","1809","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1810","https://kil.gserp.id/goods-manage","","BJD00862","FACE SERUM (LANJUTAN NPF SEBELUMNYA)","0.00","1810","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1811","https://kil.gserp.id/goods-manage","","BJD00863","DAY CREAM","0.00","1811","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1812","https://kil.gserp.id/goods-manage","","BJD00864","FACE SERUM (LANJUTAN NPF SEBELUMNYA)","0.00","1812","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1813","https://kil.gserp.id/goods-manage","","BJD00865","DEAL - DAY LOTION With UV","0.00","1813","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1814","https://kil.gserp.id/goods-manage","","BJD00866","DEAL - WHITENING NIGHT LOTIO With AHA","0.00","1814","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1815","https://kil.gserp.id/goods-manage","","BJD00867","DEAL - CALM SOOTHING BODY SERUM","0.00","1815","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1816","https://kil.gserp.id/goods-manage","","BJD00868","DEAL - BODY MIST With ALOEVERA EXTRACT","0.00","1816","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1817","https://kil.gserp.id/goods-manage","","BJD00869","Cream Dark Spot","0.00","1817","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1818","https://kil.gserp.id/goods-manage","","BJD00870","Serum","0.00","1818","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1819","https://kil.gserp.id/goods-manage","","BJD00871","Serum","0.00","1819","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1820","https://kil.gserp.id/goods-manage","","BJD00872","DEAL PARFUM EMBER LUSH","0.00","1820","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1821","https://kil.gserp.id/goods-manage","","BJD00873","DEAL PARFUM ARDENT NOIR","0.00","1821","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1822","https://kil.gserp.id/goods-manage","","BJD00874","DEAL PARFUM NOCTIS BLOOM","0.00","1822","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1823","https://kil.gserp.id/goods-manage","","BJD00875","facial foam","0.00","1823","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1824","https://kil.gserp.id/goods-manage","","BJD00876","Redence Hair Therapy Serum 3% (Labbol)","0.00","1824","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1825","https://kil.gserp.id/goods-manage","","BJD00877","Redence Hair Growth Serum 5% (Labbol)","0.00","1825","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1826","https://kil.gserp.id/goods-manage","","BJD00878","Hair Tonic (Labbol)","0.00","1826","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1827","https://kil.gserp.id/goods-manage","","BJD00879","Hair Growth Shampo With Keratin (Labbol)","0.00","1827","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1828","https://kil.gserp.id/goods-manage","","BJD00880","DEAL - SHAMPOO SIGVIOLET","0.00","1828","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1829","https://kil.gserp.id/goods-manage","","BJD00881","phytonutrient scalp oil","0.00","1829","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1830","https://kil.gserp.id/goods-manage","","BJD00882","whitwning sunscreen cream","0.00","1830","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1831","https://kil.gserp.id/goods-manage","","BJD00883","Extrait (Dior Sauvage)","0.00","1831","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1832","https://kil.gserp.id/goods-manage","","BJD00884","Extrait (Oria Scand)","0.00","1832","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1833","https://kil.gserp.id/goods-manage","","BJD00885","face and body BRIGHT peeling spray","0.00","1833","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1834","https://kil.gserp.id/goods-manage","","BJD00886","Deal Extrait Dior Sauvage","0.00","1834","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1835","https://kil.gserp.id/goods-manage","","BJD00887","Deal Extrait My Way","0.00","1835","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1836","https://kil.gserp.id/goods-manage","","BJD00888","Deal Extrait Vanilla Ice","0.00","1836","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1837","https://kil.gserp.id/goods-manage","","BJD00889","Deal Extrait Nomaden","0.00","1837","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1838","https://kil.gserp.id/goods-manage","","BJD00890","Deal Extrait V-Lust","0.00","1838","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1839","https://kil.gserp.id/goods-manage","","BJD00891","DAY CREAM *3 (Formula Deal)","0.00","1839","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1840","https://kil.gserp.id/goods-manage","","BJD00892","NIGHT CREAM *3 (Formula Deal)","0.00","1840","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1841","https://kil.gserp.id/goods-manage","","BJD00893","FACE WASH (Formula Aurea)","0.00","1841","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1842","https://kil.gserp.id/goods-manage","","BJD00894","DEAL - FACE SERUM FORMULA I CARE B (ACNE SERIES)","0.00","1842","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1843","https://kil.gserp.id/goods-manage","","BJD00895","DEAL - FACE TONER FORMULA I CARE B (ACNE SERIES)","0.00","1843","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1844","https://kil.gserp.id/goods-manage","","BJD00896","DEAL - EXTRAIT ELC (Fairy Lady)","0.00","1844","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1845","https://kil.gserp.id/goods-manage","","BJD00897","DEAL - EXTRAIT NIGHT CLUB (Mountain Legend)","0.00","1845","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1846","https://kil.gserp.id/goods-manage","","BJD00898","DEAL - EXTRAIT MADEMOIZE (Choco Madmoiselle)","0.00","1846","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1847","https://kil.gserp.id/goods-manage","","BJD00899","DEAL - EXTRAIT 5.4.0 (Baccarat / Bacardi)","0.00","1847","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1848","https://kil.gserp.id/goods-manage","","BJD00900","DEAL - EXTRAIT Billion Man (One Million / Billion Shif)","0.00","1848","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1849","https://kil.gserp.id/goods-manage","","BJD00901","DEAL - EXTRAIT LUST (V- Lust / Eros Men)","0.00","1849","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1850","https://kil.gserp.id/goods-manage","","BJD00902","DEAL - EXTRAIT GOOD GIRL (Carolina Herrera Good Girl V1 (F))","0.00","1850","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1851","https://kil.gserp.id/goods-manage","","BJD00903","DEAL - EXTRAIT DARK OPIUM (Black Opium / Opium Givaudan)","0.00","1851","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1852","https://kil.gserp.id/goods-manage","","BJD00904","DEAL - EXTRAIT XAPPHIRE (Omnia Amethyst V1 (F))","0.00","1852","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1853","https://kil.gserp.id/goods-manage","","BJD00905","DEAL - EXTRAIT SCURILOUS (Scandal Vica Macbrame)","0.00","1853","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1854","https://kil.gserp.id/goods-manage","","BJD00906","DEAL - EXTRAIT ROMANTIC PASSION (candy Love (thousand Wishes senses))","0.00","1854","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1855","https://kil.gserp.id/goods-manage","","BJD00907","DEAL - EXTRAIT MIDNIGHT OUD (Amsterdam 2 (custom Brian))","0.00","1855","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1856","https://kil.gserp.id/goods-manage","","BJD00908","facial foam","0.00","1856","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1857","https://kil.gserp.id/goods-manage","","BJD00909","Japan Tobaco","0.00","1857","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1858","https://kil.gserp.id/goods-manage","","BJD00910","Fairy tale parfum","0.00","1858","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1859","https://kil.gserp.id/goods-manage","","BJD00911","Valary Parfume","0.00","1859","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1860","https://kil.gserp.id/goods-manage","","BJD00912","FORMULA UNTUK RO (HAND CREAM FRANGIPANI)","0.00","1860","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1861","https://kil.gserp.id/goods-manage","","BJD00913","DEAL - HAIR TONIC SIGVIOLET","0.00","1861","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1862","https://kil.gserp.id/goods-manage","","BJD00914","DEAL - HAIR TONIC SIGVIOLET","0.00","1862","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1863","https://kil.gserp.id/goods-manage","","BJD00915","DEAL - SHAMPOO SIGVIOLET","0.00","1863","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1864","https://kil.gserp.id/goods-manage","","BJD00916","Body lotion bagus","0.00","1864","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1865","https://kil.gserp.id/goods-manage","","BJD00917","Hair Tonic anti dandruff & Anti Hair fall","0.00","1865","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1866","https://kil.gserp.id/goods-manage","","BJD00918","DARKSPOT CREAM","0.00","1866","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1867","https://kil.gserp.id/goods-manage","","BJD00919","EXTRAIT PARFUM MY WAY","0.00","1867","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1868","https://kil.gserp.id/goods-manage","","BJD00920","EXTRAIT PARFUM AQUAKISS","0.00","1868","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1869","https://kil.gserp.id/goods-manage","","BJD00921","EXTRAIT PARFUM AQUAKISS","0.00","1869","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1870","https://kil.gserp.id/goods-manage","","BJD00922","facial foam","0.00","1870","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1871","https://kil.gserp.id/goods-manage","","BJD00923","DEAL - HAIR TONIC SIGVIOLET","0.00","1871","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1872","https://kil.gserp.id/goods-manage","","BJD00924","EYELASH SERUM","0.00","1872","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1873","https://kil.gserp.id/goods-manage","","BJD00925","DEAL - BODY LOTION BOOSTER","0.00","1873","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1874","https://kil.gserp.id/goods-manage","","BJD00926","CALM DOWN MOISTURIZER","0.00","1874","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1875","https://kil.gserp.id/goods-manage","","BJD00927","Facial Wash ( Aurajune )","0.00","1875","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1876","https://kil.gserp.id/goods-manage","","BJD00928","SERUM ( AURAJUNE )","0.00","1876","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1877","https://kil.gserp.id/goods-manage","","BJD00929","DEAL - NIGHTCREAM (FORMULA DARKSPOT CREAM LA'WO)","0.00","1877","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1878","https://kil.gserp.id/goods-manage","","BJD00930","SUNSCREEN ( AURAJUNE )","0.00","1878","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1879","https://kil.gserp.id/goods-manage","","BJD00931","parfum angel schlesser deep leather","0.00","1879","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1880","https://kil.gserp.id/goods-manage","","BJD00932","parfum tous 1920 teh origin","0.00","1880","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1881","https://kil.gserp.id/goods-manage","","BJD00933","parfum jean paul gaultier scandal","0.00","1881","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1882","https://kil.gserp.id/goods-manage","","BJD00934","Moisturizer Gel ( MILMICHA GLOW )","0.00","1882","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1883","https://kil.gserp.id/goods-manage","","BJD00935","EYELASH & EYEBROW SERUM","0.00","1883","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1884","https://kil.gserp.id/goods-manage","","BJD00936","DEAL - NAGITAVI EDP 25%","0.00","1884","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1885","https://kil.gserp.id/goods-manage","","BJD00937","DEAL - CALM WHITE EDP 25%","0.00","1885","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1886","https://kil.gserp.id/goods-manage","","BJD00938","DEAL - DIOR SAUVAGE EDP 25%","0.00","1886","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1887","https://kil.gserp.id/goods-manage","","BJD00939","DEAL - BALI TRIP EDP 25%","0.00","1887","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1888","https://kil.gserp.id/goods-manage","","BJD00940","DEAL - COSTA SPORT/LACOSTE EDP 25%","0.00","1888","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1889","https://kil.gserp.id/goods-manage","","BJD00941","Cologne baby baby doll","0.00","1889","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1890","https://kil.gserp.id/goods-manage","","BJD00942","cologne baby Vanilla ice","0.00","1890","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1891","https://kil.gserp.id/goods-manage","","BJD00943","PRIO FACE WASH","0.00","1891","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1892","https://kil.gserp.id/goods-manage","","BJD00944","PRIO FACE TONER EKSFOLIASI","0.00","1892","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1893","https://kil.gserp.id/goods-manage","","BJD00945","PRIO DAY CREAM TONE UP","0.00","1893","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1894","https://kil.gserp.id/goods-manage","","BJD00946","PRIO NIGHT CREAM","0.00","1894","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1895","https://kil.gserp.id/goods-manage","","BJD00947","PRIO FACE SERUM","0.00","1895","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1896","https://kil.gserp.id/goods-manage","","BJD00948","DEAL - SHAMPOO SIGVIOLET","0.00","1896","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1897","https://kil.gserp.id/goods-manage","","BJD00949","DEAL - FINAL EXTRAIT ""LUXE AMOUR""","0.00","1897","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1898","https://kil.gserp.id/goods-manage","","BJD00950","DEAL - EXTRAIT 35% ""GIRLY""","0.00","1898","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1899","https://kil.gserp.id/goods-manage","","BJD00951","DEAL - EXTRAIT 35% ""HEAVEN ME/SCANDAL MEN""","0.00","1899","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1900","https://kil.gserp.id/goods-manage","","BJD00952","FACE FOAM","0.00","1900","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1901","https://kil.gserp.id/goods-manage","","BJD00953","DEAL - EXTRAIT 35% DIOR SAUVAGE (NOIR)","0.00","1901","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-1902","https://kil.gserp.id/goods-manage","","BJD00954","DEAL - EXTRAIT 35% VANILA ICE (VELVET)","0.00","1902","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
