web_scraper_order,web_scraper_start_url,pagination,kode,barang,harga_beli,data,sub_kategori,kategori,satuan,barang2
"1788654371-2295","https://kil.gserp.id/goods-manage","","KSR00356","Sticker Halal 2Ins","0.00","2295","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2296","https://kil.gserp.id/goods-manage","","KSR00357","Sticker Batch Box Lawo Night Cream","0.00","2296","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2297","https://kil.gserp.id/goods-manage","","KSR00358","Sticker Batch Box Lawo Day Cream","0.00","2297","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2298","https://kil.gserp.id/goods-manage","","KSR00359","Sticker Belakang Lawo Night Cream & Komposisi","0.00","2298","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2299","https://kil.gserp.id/goods-manage","","KSR00360","Sticker Belakang Lawo Day Cream & Komposisi","0.00","2299","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2300","https://kil.gserp.id/goods-manage","","KSR00361","Sticker Lawo Atas","0.00","2300","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2301","https://kil.gserp.id/goods-manage","","KSR00362","Sticker Lawo Depan Night Cream","0.00","2301","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2302","https://kil.gserp.id/goods-manage","","KSR00363","Sticker Exp Date C&D Fragance","0.00","2302","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2303","https://kil.gserp.id/goods-manage","","KSR00364","Sticker N&Q Fresh Bloom Facial Wash","0.00","2303","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2304","https://kil.gserp.id/goods-manage","","KSR00365","Sticker Shiny Haniun","0.00","2304","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2305","https://kil.gserp.id/goods-manage","","KSR00366","Sticker Atas Alradoms","0.00","2305","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2306","https://kil.gserp.id/goods-manage","","KSR00367","Sticker Depan Belakang Alradoms","0.00","2306","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2307","https://kil.gserp.id/goods-manage","","KSR00368","Sticker Labbol Redence Revive Serum 3%","0.00","2307","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2308","https://kil.gserp.id/goods-manage","","KSR00369","Sticker Belakang NAD Face Serum","0.00","2308","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2309","https://kil.gserp.id/goods-manage","","KSR00370","Sticker NAD Botol Face Serum Depan","0.00","2309","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2310","https://kil.gserp.id/goods-manage","","KSR00371","Sticker NAD Box Depan Face Serum","0.00","2310","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2311","https://kil.gserp.id/goods-manage","","KSR00372","Sticker Belakang Face Serum Nad Transparant","0.00","2311","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2312","https://kil.gserp.id/goods-manage","","KSR00373","Sticker Atas NAD Glowing Series","0.00","2312","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2313","https://kil.gserp.id/goods-manage","","KSR00374","Sticker NAD Glowing Series Face Wash","0.00","2313","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2314","https://kil.gserp.id/goods-manage","","KSR00375","Sticker Depan Belakang NAD Night Cream","0.00","2314","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2315","https://kil.gserp.id/goods-manage","","KSR00376","Sticker Depan Belakang NAD Day Cream","0.00","2315","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2316","https://kil.gserp.id/goods-manage","","KSR00377","Sticker Depan Belakang SH Glow","0.00","2316","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2317","https://kil.gserp.id/goods-manage","","KSR00378","Sticker Depan Belakang Janan","0.00","2317","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2318","https://kil.gserp.id/goods-manage","","KSR00379","Shrink Ukuran 14cm","0.00","2318","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2319","https://kil.gserp.id/goods-manage","","KSR00380","Shrink Ukuran 13,5cm","0.00","2319","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2320","https://kil.gserp.id/goods-manage","","KSR00381","Shrink Ukuran 15cm","60,000.00","2320","","Kemasan Sekunder","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2321","https://kil.gserp.id/goods-manage","","KSR00382","Shrink Ukuran 8,5cm","103.00","2321","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2322","https://kil.gserp.id/goods-manage","","KSR00383","Shrink Ukuran 7,5cm","0.00","2322","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2323","https://kil.gserp.id/goods-manage","","KSR00384","Shrink Ukuran 7cm","49.00","2323","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2324","https://kil.gserp.id/goods-manage","","KSR00385","Shrink Ukuran 16,5cm","0.00","2324","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2325","https://kil.gserp.id/goods-manage","","KSR00386","Shrink Ukuran 16cm","0.00","2325","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2326","https://kil.gserp.id/goods-manage","","KSR00387","Shrink Ukuruan 19cm","0.00","2326","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2327","https://kil.gserp.id/goods-manage","","KSR00388","Shrink Ukuran 30cm","0.00","2327","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2328","https://kil.gserp.id/goods-manage","","KSR00389","Shrink Ukuran 20,5cm","0.00","2328","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2329","https://kil.gserp.id/goods-manage","","KSR00390","Shrink Ukuran 20cm","0.00","2329","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2330","https://kil.gserp.id/goods-manage","","KSR00391","Shrink Ukuran 24cm","0.00","2330","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2331","https://kil.gserp.id/goods-manage","","KSR00392","Shrink Ukuran 12,5cm","0.00","2331","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2332","https://kil.gserp.id/goods-manage","","KSR00393","Shrink Ukuran 8cm","0.00","2332","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2333","https://kil.gserp.id/goods-manage","","KSR00394","Shrink Ukuran 12cm","0.00","2333","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2334","https://kil.gserp.id/goods-manage","","KSR00395","Shrink Ukuran 18cm","240,000.00","2334","","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2335","https://kil.gserp.id/goods-manage","","KSR00396","Shrink Ukuran 5cm","0.00","2335","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2336","https://kil.gserp.id/goods-manage","","KSR00397","Shrink Ukuran 27cm","0.00","2336","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2337","https://kil.gserp.id/goods-manage","","KSR00398","Shrink Ukuran 6cm","0.00","2337","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2338","https://kil.gserp.id/goods-manage","","KSR00399","Shrink Ukuran 11cm","0.00","2338","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2339","https://kil.gserp.id/goods-manage","","KSR00400","Shrink Ukuran 9cm","0.00","2339","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2340","https://kil.gserp.id/goods-manage","","KSR00401","Shrink Ukuran 4cm","0.00","2340","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2341","https://kil.gserp.id/goods-manage","","KSR00402","Shrink Ukuran 10,5cm","0.00","2341","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2342","https://kil.gserp.id/goods-manage","","KSR00403","Shrink Ukuran 9,5cm","0.00","2342","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2343","https://kil.gserp.id/goods-manage","","KSR00404","Shrink Ukuran 5,5cm","0.00","2343","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2344","https://kil.gserp.id/goods-manage","","KSR00405","Shrink Ukuran 3cm","0.00","2344","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2345","https://kil.gserp.id/goods-manage","","KSR00406","Shrink Ukuran 10cm","0.00","2345","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2346","https://kil.gserp.id/goods-manage","","KSR00407","Shrink Ukuran 6,5cm","60.00","2346","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2347","https://kil.gserp.id/goods-manage","","KSR00408","Shrink Ukuran 18,5cm","0.00","2347","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2348","https://kil.gserp.id/goods-manage","","KSR00409","Shrink Ukuran 17,5cm","0.00","2348","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2349","https://kil.gserp.id/goods-manage","","KPR00332","Kemasan Lip Serum GMR 3.5ml","0.00","2349","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2350","https://kil.gserp.id/goods-manage","","BBK00517","Memo Paris Marfa - Fragrance","0.00","2350","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2351","https://kil.gserp.id/goods-manage","","BBK00518","White Petroleum Jelly","0.00","2351","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2352","https://kil.gserp.id/goods-manage","","BBK00519","Beeswax sp 422 p White","0.00","2352","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2353","https://kil.gserp.id/goods-manage","","BBK00520","Lychee Flavor","0.00","2353","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2354","https://kil.gserp.id/goods-manage","","BBK00521","Avocado Oil","0.00","2354","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2355","https://kil.gserp.id/goods-manage","","BBK00522","Antaron Soja","0.00","2355","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2356","https://kil.gserp.id/goods-manage","","KPR00333","POt Maccaron 10gr Ungu","3,500.00","2356","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/common/202602/1770866892_7c69ffa53bfa010c3a2a.jpeg"
"1788654371-2357","https://kil.gserp.id/goods-manage","","BJD01095","DEAL - EXTRAIT 35% ""THE DUTCHES""","0.00","2357","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2358","https://kil.gserp.id/goods-manage","","BJD01096","DEAL - EXTRAIT 35% ""GIRLY""","0.00","2358","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2359","https://kil.gserp.id/goods-manage","","BJD01097","DEAL - EXTRAIT 35% ""HEAVEN ME/SCANDAL MEN""","0.00","2359","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2360","https://kil.gserp.id/goods-manage","","BBK00523","Miyopure Brown","0.00","2360","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2361","https://kil.gserp.id/goods-manage","","BBK00524","White Musk 27.133 - Fragrance","682.63","2361","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2362","https://kil.gserp.id/goods-manage","","BBK00525","Mon Way+ - Fragrance","800.00","2362","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2363","https://kil.gserp.id/goods-manage","","BJD01098","INFUSED WHITENING BOOSTER AHA SERUM","0.00","2363","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2364","https://kil.gserp.id/goods-manage","","BJD01099","INFUSED WHITENING BOOSTER AHA SERUM","0.00","2364","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2365","https://kil.gserp.id/goods-manage","","BJD01100","Sabie Intense Whitening Body Serum with 5% Niacinamide 3% Tranexamic acid 1% Alpha Arbutin","0.00","2365","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2366","https://kil.gserp.id/goods-manage","","BJD01101","DARKSPOT CREAM","0.00","2366","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2367","https://kil.gserp.id/goods-manage","","KPR00334","Tube 10ml  Putih Tutup Hitam","0.00","2367","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/common/202602/1771486082_190c71c285132379ab97.jpeg"
"1788654371-2368","https://kil.gserp.id/goods-manage","","BBK00526","Maxcel EAA (vit C)","4,804.30","2368","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2369","https://kil.gserp.id/goods-manage","","BJD01102","Extrait De Parfum Feeling Blue By SYD","0.00","2369","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2370","https://kil.gserp.id/goods-manage","","BJD01103","Extrait De Parfum Feeling Blue By SYD","0.00","2370","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2371","https://kil.gserp.id/goods-manage","","BJD01104","EDP IMOZU - Scandalous","0.00","2371","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2372","https://kil.gserp.id/goods-manage","","BJD01105","Eau de Perfume IMOZU – PRAMUGARI","0.00","2372","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2373","https://kil.gserp.id/goods-manage","","BJD01106","EDP IMOZU - Baby Fresh","0.00","2373","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2374","https://kil.gserp.id/goods-manage","","BJD01107","EAU DE PARFUM IMOZU  ORCHIDLY","0.00","2374","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2375","https://kil.gserp.id/goods-manage","","KSR00410","Box SH Glow Ocean Dew Sunscreen","0.00","2375","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2376","https://kil.gserp.id/goods-manage","","KSR00411","Box SH Glow Aqua Silk Moisturizer","0.00","2376","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2377","https://kil.gserp.id/goods-manage","","KSR00412","Sticker Batch Box SH Glow Moisturizer","0.00","2377","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2378","https://kil.gserp.id/goods-manage","","BJD01108","Night Cream","0.00","2378","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2379","https://kil.gserp.id/goods-manage","","BJD01109","Day Cream","0.00","2379","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2380","https://kil.gserp.id/goods-manage","","BBK00528","Bakuchiol CS","5,500.00","2380","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2381","https://kil.gserp.id/goods-manage","","KSR00413","Sticker Twersa Exfoliating Body Toner","0.00","2381","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/common/202602/1771989198_27f7f1a5961b06b71b4d.png"
"1788654371-2382","https://kil.gserp.id/goods-manage","","KSR00414","Sticker Twersa Glutamilk Purifying Body Wash","0.00","2382","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/common/202602/1771989288_abfdf469efa8a5986450.png"
"1788654371-2383","https://kil.gserp.id/goods-manage","","KSR00415","Sticker Twersa Mulberry Skin Veil Body Lotion","0.00","2383","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/common/202602/1771989355_775d7181f64fd36fc86f.png"
"1788654371-2384","https://kil.gserp.id/goods-manage","","KSR00416","Sticker Daivie Spring Nude 3ml","0.00","2384","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/common/202602/1771990299_60dfe58e1e4046e6404c.png"
"1788654371-2385","https://kil.gserp.id/goods-manage","","KSR00417","Sticker Daivie Fleur 3ml","826.00","2385","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/common/202602/1771990322_650102a900f7f7109bcd.png"
"1788654371-2386","https://kil.gserp.id/goods-manage","","KSR00418","Sticker Daivie Obsession 3ml","0.00","2386","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/common/202602/1771990363_543c523a37e0975f32db.png"
"1788654371-2387","https://kil.gserp.id/goods-manage","","KSR00419","Sticker Botol Daivie Obsession 50ml","0.00","2387","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/common/202602/1771990463_c230fd3feeaa3494ff8a.png"
"1788654371-2388","https://kil.gserp.id/goods-manage","","KSR00420","Sticker Parfum Bonnevette Middle Earth 55ml","0.00","2388","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/common/202603/1774407909_18e4b9fdd79a774e3ca1.png"
"1788654371-2389","https://kil.gserp.id/goods-manage","","BBK00529","Collapeptyl","0.00","2389","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2390","https://kil.gserp.id/goods-manage","","BBK00530","1995","0.00","2390","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2391","https://kil.gserp.id/goods-manage","","BBK00531","DK-PGT Paste R27 - Changing Color","0.00","2391","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2392","https://kil.gserp.id/goods-manage","","BBK00532","Salacos 5408","0.00","2392","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2393","https://kil.gserp.id/goods-manage","","BBK00533","Cosmol 222","0.00","2393","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2394","https://kil.gserp.id/goods-manage","","BBK00534","Mint Flavor","0.00","2394","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2395","https://kil.gserp.id/goods-manage","","BJD01110","EXTRAIT DE PARFUM FRESH NOIR","0.00","2395","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2396","https://kil.gserp.id/goods-manage","","BJD01111","EXTRAIT DE PARFUM AMBER","0.00","2396","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2397","https://kil.gserp.id/goods-manage","","KSR00421","Box Elios ZELS Hitam","0.00","2397","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/common/202602/1772088430_0fc2bede0080af09ad3c.jpeg"
"1788654371-2398","https://kil.gserp.id/goods-manage","","KSR00422","Box Elios YELS Putih","0.00","2398","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/common/202602/1772088520_ad8d32b9d7d654bc85fa.jpeg"
"1788654371-2399","https://kil.gserp.id/goods-manage","","BJD01112","Moisturizer","0.00","2399","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2400","https://kil.gserp.id/goods-manage","","BBK00535","Anna Sui Fantasia Mermaid - Fragrance","1,254.00","2400","","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2401","https://kil.gserp.id/goods-manage","","BBK00536","LV Les Sables Roses - Fragrance","2,500.00","2401","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2402","https://kil.gserp.id/goods-manage","","BBK00537","YSL My Your Self - Fragrance","800.00","2402","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2403","https://kil.gserp.id/goods-manage","","BBK00538","Burberry Goddes - Fragrance","1,100.00","2403","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2404","https://kil.gserp.id/goods-manage","","BJD01113","EAU DE PARFUM RAMA SHINTA","0.00","2404","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2405","https://kil.gserp.id/goods-manage","","BJD01114","EAU DE PARFUM ARJUNA","0.00","2405","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2406","https://kil.gserp.id/goods-manage","","KSR00423","Box Tazzi Parfum LC Series","0.00","2406","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/common/202602/1772245119_7163906d497102f2021b.png"
"1788654371-2407","https://kil.gserp.id/goods-manage","","KSR00424","Box Tazzi Infused Whitening Booster","1,825.00","2407","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/common/202602/1772245929_f5dafd4e54bd1977d117.png"
"1788654371-2408","https://kil.gserp.id/goods-manage","","KSR00425","Sticker Box Imozu Orchidly","0.00","2408","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/common/202602/1772248083_40746f242c59155cee75.png"
"1788654371-2409","https://kil.gserp.id/goods-manage","","KSR00426","Sticker Box Imozu Baby Fresh","0.00","2409","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/common/202602/1772248114_1415fcc203560f91873a.png"
"1788654371-2410","https://kil.gserp.id/goods-manage","","BJD01115","DARKSPOT CREAM","0.00","2410","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2411","https://kil.gserp.id/goods-manage","","KPR00335","Botol Tazzi Face Mist Printing","0.00","2411","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/common/202603/1772514202_2e584847332c98d9691e.jpeg"
"1788654371-2412","https://kil.gserp.id/goods-manage","","BJD01116","PRIORITAS EAU DE PARFUM IMOZU PINK CHIFFON","0.00","2412","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2413","https://kil.gserp.id/goods-manage","","BJD01117","EDP IMOZU - Scandalous","0.00","2413","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2414","https://kil.gserp.id/goods-manage","","BJD01118","Eau de Perfume IMOZU – PRAMUGARI","0.00","2414","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2415","https://kil.gserp.id/goods-manage","","BJD01119","EDP IMOZU - Baby Fresh","0.00","2415","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2416","https://kil.gserp.id/goods-manage","","BBK00539","E-stillo - fragrance (Client Silvia Darma)","1,500.00","2416","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2417","https://kil.gserp.id/goods-manage","","BJD01120","RASA Extrait De Parfum","0.00","2417","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2418","https://kil.gserp.id/goods-manage","","BJD01121","Extrait De Parfum Etheris","0.00","2418","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2419","https://kil.gserp.id/goods-manage","","BJD01122","Extrait De Parfum Nyara","0.00","2419","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2420","https://kil.gserp.id/goods-manage","","BJD01123","Extrait De Parfum Noctivus","0.00","2420","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2421","https://kil.gserp.id/goods-manage","","BBK00540","Afternoon Swim - Fragrance","2,500.00","2421","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2422","https://kil.gserp.id/goods-manage","","KPR00336","Continous Spray Silver","1,000.00","2422","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/common/202603/1772773692_5fe73848173833248853.png"
"1788654371-2423","https://kil.gserp.id/goods-manage","","KPR00337","Tube SH Glow Sun Screen 30ml","4,000.00","2423","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/common/202603/1772783320_da9bc792ceffef7efb2f.jpeg"
"1788654371-2424","https://kil.gserp.id/goods-manage","","BJD01124","SECRET GARDEN Extrait De Parfume","0.00","2424","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2425","https://kil.gserp.id/goods-manage","","BJD01125","WHITE TOBACCO Extrait De Parfume","0.00","2425","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2426","https://kil.gserp.id/goods-manage","","BJD01126","MIDNIGHT BERRY'S Extrait De Parfume","0.00","2426","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2427","https://kil.gserp.id/goods-manage","","BJD01127","FRUIT PUNCH Extrait De Parfume","0.00","2427","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2428","https://kil.gserp.id/goods-manage","","BBK00541","Versace Crystal Noir - Fragrance","3,000.00","2428","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2429","https://kil.gserp.id/goods-manage","","KPR00338","Tube SH Glow Silk Wave Bright Cleanser 60ml","3,450.00","2429","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/common/202603/1773043158_93bb8ab7d32767ee18db.jpeg"
"1788654371-2430","https://kil.gserp.id/goods-manage","","BJD01128","FORMULA UNTUK RO (HAND CREAM FRANGIPANI)","0.00","2430","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2431","https://kil.gserp.id/goods-manage","","BBK00542","Alang -Alang Kering","2,000.00","2431","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2432","https://kil.gserp.id/goods-manage","","BBK00543","Yourself - Fragrance","1,000.00","2432","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2433","https://kil.gserp.id/goods-manage","","BJD01129","DEAL PARFUM OKINAWA","0.00","2433","-","Barang Jadi","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-2434","https://kil.gserp.id/goods-manage","","BBK00544","Frankincense Essential Oil","3,000.00","2434","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-2435","https://kil.gserp.id/goods-manage","","KSR00427","Sticker Parfum Bonnevette Bold Noir 55ml","0.00","2435","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/common/202603/1774407755_abc59775cbfcb011717d.png"
"1788654371-2436","https://kil.gserp.id/goods-manage","","KSR00428","Sticker Parfum Bonnevette Naughty Savage","0.00","2436","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/common/202603/1774407956_82b9c7c2013333f54e40.png"
"1788654371-2437","https://kil.gserp.id/goods-manage","","KSR00429","Sticker Catale Enigma","0.00","2437","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/common/202603/1774416778_98a65eaf8d76135238d2.png"
"1788654371-2438","https://kil.gserp.id/goods-manage","","KSR00430","Sticker Catale Misty","0.00","2438","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/common/202603/1774416840_5793288a15fcf3321bfa.png"
